file,extension,path,item_uid_do_not_translate,lang_item_name,lang_item_definite_article,lang_item_indefinite_article,lang_item_demonstrative_article,lang_item_description
roundglassesaccessoryitem,.lang,items\lang\spanish\roundglassesaccessoryitem.lang,Round Glasses Accessory,Lentes redondos,los,unos,estos,Lentes redondos para usar como accesorio.
rubbermatfurnitureitem,.lang,items\lang\spanish\rubbermatfurnitureitem.lang,Rubber Mat Furniture,Tapete de goma,el,un,este,"Un tapete oscuro hecho de una goma delgada. Perfecto para limpiarse el barro de las patas, pero nada más."
rubyitem,.lang,items\lang\spanish\rubyitem.lang,Ruby,Rubí,el,un,este,Una gema roja perfecta.
salmonitem,.lang,items\lang\spanish\salmonitem.lang,Salmon,Salmón,el,un,este,Este enorme pez de agua dulce posee una franja iridiscente a lo largo de su lomo.
sapphireitem,.lang,items\lang\spanish\sapphireitem.lang,Sapphire,Zafiro,el,un,este,"Una centelleante gema azul, tan intensa como un cielo despejado de verano."
scallopitem,.lang,items\lang\spanish\scallopitem.lang,Scallop,Almeja,la,una,esta,Una pequeña concha marina de color rosa. Es suave al tacto.
seabassitem,.lang,items\lang\spanish\seabassitem.lang,Sea Bass,Lubina,la,una,esta,Un pez negruzco de agua salada con aletas puntiagudas. Tiene un sabor... salado.
shaleitem,.lang,items\lang\spanish\shaleitem.lang,Shale,Lutita,la,una,esta,Lajas de roca oscura y quebradiza.
shimmercragitem,.lang,items\lang\spanish\shimmercragitem.lang,Shimmercrag,Zumbrillo,el,un,este,Estas joyas chispeantes son difíciles de encontrar. Un débil zumbido proviene de su interior. ¿Qué poderes contiene?
shinycurioitem,.lang,items\lang\spanish\shinycurioitem.lang,Shiny Curio,Curiosidad plateada,la,una,esta,Una bola hecha de un material metálico.
shinytrinketitem,.lang,items\lang\spanish\shinytrinketitem.lang,Shiny Trinket,Chuchería brillante,la,una,esta,Una reluciente alhaja elaborada por los humanos. ¡Úsala para proponerle matrimonio a tu pretendiente!
shinytrinketrecipeitem,.lang,items\lang\spanish\shinytrinketrecipeitem.lang,Shiny Trinket Recipe,Receta de chuchería brillante,la,una,esta,Una reluciente alhaja elaborada por los humanos. ¡Úsala para proponerle matrimonio a tu pretendiente!
shrewitem,.lang,items\lang\spanish\shrewitem.lang,Shrew,Musaraña,la,una,esta,Una musarañita regordeta con un hocico bigotudo.
silvercrownaccessoryitem,.lang,items\lang\spanish\silvercrownaccessoryitem.lang,Silver Crown Accessory,Corona de plata,la,una,esta,Una elegante corona hecha de metal resistente.
silveroreitem,.lang,items\lang\spanish\silveroreitem.lang,Silver Ore,Mena de plata,la,una,esta,Una veta de plata atraviesa esta roca y la hace brillar.
smallcurioitem,.lang,items\lang\spanish\smallcurioitem.lang,Small Curio,Curiosidad pequeña,la,una,esta,Una misteriosa pieza de cerámica con un agujero en el medio.
snakeitem,.lang,items\lang\spanish\snakeitem.lang,Snake,Serpiente,la,una,esta,Una amenaza verde y serpenteante con una lengua bífida.
snakelilyfairitem,.lang,items\lang\spanish\snakelilyfairitem.lang,Snake Lily [Fair],Lengua del diablo,la,una,esta,Una flor morada nociva. Proporciona un efecto de veneno a tus ataques.
snakelilygooditem,.lang,items\lang\spanish\snakelilygooditem.lang,Snake Lily [Good],Lengua del diablo,la,una,esta,Una flor morada ponzoñosa. Proporciona un efecto de veneno a tus ataques.
snakelilypooritem,.lang,items\lang\spanish\snakelilypooritem.lang,Snake Lily [Poor],Lengua del diablo,la,una,esta,Una flor morada tóxica. Proporciona un efecto de veneno a tus ataques.
snakelilyseedsitem,.lang,items\lang\spanish\snakelilyseedsitem.lang,Snake Lily Seeds,Semillas del diablo,las,unas,estas,"Semillas grandes y oscuras, obtenidas de una planta de lengua del diablo. ¡Siémbralas en el jardín y mira cómo crecen!"
snakelilyseedsrecipeitem,.lang,items\lang\spanish\snakelilyseedsrecipeitem.lang,Snake Lily Seeds Recipe,Receta de semillas del diablo,la,una,esta,¡Cultiva lengua del diablo en tu jardín con estas semillas! Esta planta peligrosa se puede aplicar a tus garras para infligir daño adicional.
snowysweateraccessoryitem,.lang,items\lang\spanish\snowysweateraccessoryitem.lang,Snowy Sweater Accessory,Suéter nevado,el,un,este,Un suéter de lana calentito con un dibujo de copos de nieve.
softcurioitem,.lang,items\lang\spanish\softcurioitem.lang,Soft Curio,Curiosidad suave,la,una,esta,Una cosa redonda muy suave hecha de algodón.
southerndamselflyitem,.lang,items\lang\spanish\southerndamselflyitem.lang,Southern Damselfly,Caballito del diablo,el,un,este,Una libélula larga y delgada con cuatro alas anchas.
sparklycurioitem,.lang,items\lang\spanish\sparklycurioitem.lang,Sparkly Curio,Curiosidad brillante,la,una,esta,Un nudo complejo hecho con una cinta brillosa.
sparrowitem,.lang,items\lang\spanish\sparrowitem.lang,Sparrow,Gorrión,el,un,este,Un pequeño pájaro de color marrón rojizo.
sphinxmothitem,.lang,items\lang\spanish\sphinxmothitem.lang,Sphinx Moth,Polilla esfinge,la,una,esta,Una polilla cubierta de pelo que aparece por las noches.
spideritem,.lang,items\lang\spanish\spideritem.lang,Spider,Araña,la,una,esta,Un bicho espeluznante con ocho patas y una mandíbula curvada.
spikeballitem,.lang,items\lang\spanish\spikeballitem.lang,Spikeball,Pinchos,el,un,este,Una máquina letal que se encuentra en las minas.
spikecollaritem,.lang,items\lang\spanish\spikecollaritem.lang,Spike Collar Accessory,Collar de púas,el,un,este,"Si intimidar es tu objetivo, este collar es el adecuado. ¿Esas púas están hechas de metal o de dientes...?"
spiketrapfurnitureitem,.lang,items\lang\spanish\spiketrapfurnitureitem.lang,Spike Trap Furniture,Trampa de púas,la,una,esta,Un aparato peligroso que funciona por sí solo. ¡Manéjalo con cuidado!
spring1recorditem,.lang,items\lang\spanish\spring1recorditem.lang,Spring 1 Record,Primavera 1,la,una,esta,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una animada melodía primaveral.
spring2recorditem,.lang,items\lang\spanish\spring2recorditem.lang,Spring 2 Record,Primavera 2,la,una,esta,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una dinámica melodía primaveral.
spring3recorditem,.lang,items\lang\spanish\spring3recorditem.lang,Spring 3 Record,Primavera 3,la,una,esta,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una enérgica melodía primaveral.
springfestivalrecorditem,.lang,items\lang\spanish\springfestivalrecorditem.lang,Spring Festival Record,Festival de primavera,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una melodía festiva de primavera.
springycurioitem,.lang,items\lang\spanish\springycurioitem.lang,Springy Curio,Curiosidad ensortijada,la,una,esta,¡Mira cómo se estira!
squareglassesaccessoryitem,.lang,items\lang\spanish\squareglassesaccessoryitem.lang,Square Glasses Accessory,Lentes cuadrados,los,unos,estos,Con marcos rectangulares grandes para usar como accesorio.
squirrelitem,.lang,items\lang\spanish\squirrelitem.lang,Squirrel,Ardilla,la,una,esta,"Una ardilla jugosa, cazada por hábiles patas felinas."
starlingitem,.lang,items\lang\spanish\starlingitem.lang,Starling,Estornino,el,un,este,Un ave iridiscente con un llamativo plumaje moteado.
stoatitem,.lang,items\lang\spanish\stoatitem.lang,Stoat,Armiño,el,un,este,Un mamífero agresivo de color blanco como la nieve.
stonedaisfurnitureitem,.lang,items\lang\spanish\stonedaisfurnitureitem.lang,Stone Dais Furniture,Estrado de piedra,el,un,este,Una plataforma baja hecha de piedras de color amarillo grisáceo.
stretchmatfurnitureitem,.lang,items\lang\spanish\stretchmatfurnitureitem.lang,Stretch Mat Furniture,Tapete para estiramiento,el,un,este,"Una larga esterilla de goma color verde claro, el lugar perfecto para hacer tu rutina de estiramientos por la mañana. ¡Mantente flexible!"
stretchycurioitem,.lang,items\lang\spanish\stretchycurioitem.lang,Stretchy Curio,Curiosidad estirable,la,una,esta,Una pieza hecha de goma que se estira con facilidad.
stripedsweateraccessoryitem,.lang,items\lang\spanish\stripedsweateraccessoryitem.lang,Striped Sweater Accessory,Suéter rayado,el,un,este,Un suéter a la moda con rayas verdes y blancas.
summer1recorditem,.lang,items\lang\spanish\summer1recorditem.lang,Summer 1 Record,Verano 1,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una cálida melodía veraniega.
summer2recorditem,.lang,items\lang\spanish\summer2recorditem.lang,Summer 2 Record,Verano 2,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una placentera melodía veraniega.
summer3recorditem,.lang,items\lang\spanish\summer3recorditem.lang,Summer 3 Record,Verano 3,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una irresistible melodía veraniega.
summerfestivalrecorditem,.lang,items\lang\spanish\summerfestivalrecorditem.lang,Summer Festival Record,Festival de verano,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una melodía festiva de verano.
summersweateraccessoryitem,.lang,items\lang\spanish\summersweateraccessoryitem.lang,Summer Sweater Accessory,Suéter de verano,el,un,este,Un suéter alegre con la imagen del sol estampada en la espalda.
supplytroveitem,.lang,items\lang\spanish\supplytroveitem.lang,Supply Trove,Paquete de suministros,el,un,este,¡Dona este objeto para aumentar en 2 el valor de tus reservas!
supplytroverecipeitem,.lang,items\lang\spanish\supplytroverecipeitem.lang,Supply Trove Recipe,Receta de paquete de suministros,la,una,esta,Desbloquea una nueva receta con el yunque en la Fragua del Topo. ¡Los paquetes de suministros pueden donarse para aumentar en 2 el valor de todas las reservas de tu colonia!
surcoataccessoryitem,.lang,items\lang\spanish\surcoataccessoryitem.lang,Surcoat Accessory,Sobreveste,la,una,esta,Una túnica holgada de colores lisos e intensos.
sweetcurioitem,.lang,items\lang\spanish\sweetcurioitem.lang,Sweet Curio,Curiosidad dulce,la,una,esta,"No sabes cómo quitarle la tapa, pero huele bien dulce."
teethmaskaccessoryitem,.lang,items\lang\spanish\teethmaskaccessoryitem.lang,Teeth Mask Accessory,Máscara de dientes,la,una,esta,Una máscara de aspecto rudo para cubrir tu hocico.
theatermaskaccessoryitem,.lang,items\lang\spanish\theatermaskaccessoryitem.lang,Theater Mask Accessory,Máscara de teatro,la,una,esta,Una curiosa máscara de alguna obra olvidada hace mucho tiempo.
thistlefairitem,.lang,items\lang\spanish\thistlefairitem.lang,Thistle [Fair],Cardo,el,un,este,Una flor bulbosa de pétalos color azul claro. Mejora el nado por un corto período de tiempo.
thistlegooditem,.lang,items\lang\spanish\thistlegooditem.lang,Thistle [Good],Cardo,el,un,este,Una flor vivaz de pétalos color azul claro. Mejora el nado por un corto período de tiempo.
thistlepooritem,.lang,items\lang\spanish\thistlepooritem.lang,Thistle [Poor],Cardo,el,un,este,Una flor alta de pétalos color azul claro. Mejora el nado por un corto período de tiempo.
thistleseedsitem,.lang,items\lang\spanish\thistleseedsitem.lang,Thistle Seeds,Semillas de cardo,las,unas,estas,"Semillas amarillas y pequeñas, obtenidas de una planta de cardo. ¡Siémbralas en el jardín y mira cómo crecen!"
thistleseedsrecipeitem,.lang,items\lang\spanish\thistleseedsrecipeitem.lang,Thistle Seeds Recipe,Receta de semillas de cardo,la,una,esta,¡Cultiva cardo en tu jardín con estas semillas! El cardo te ayuda a nadar mejor por un tiempo corto.
thrushitem,.lang,items\lang\spanish\thrushitem.lang,Thrush,Zorzal,el,un,este,Un pájaro que tiene el vientre moteado.
tiaraaccessoryitem,.lang,items\lang\spanish\tiaraaccessoryitem.lang,Tiara Accessory,Tiara,la,una,esta,"Una elegante diadema, digna de una princesa."
tigerbutterflyitem,.lang,items\lang\spanish\tigerbutterflyitem.lang,Tiger Butterfly,Mariposa tigre,la,una,esta,Un insecto volador con rayas negras en sus alas amarillas.
toaditem,.lang,items\lang\spanish\toaditem.lang,Toad,Sapo,el,un,este,Este sapo ya no croará.
topazitem,.lang,items\lang\spanish\topazitem.lang,Topaz,Topacio,el,un,este,Una resplandeciente gema amarilla.
tophataccessoryitem,.lang,items\lang\spanish\tophataccessoryitem.lang,Top Hat Accessory,Sombrero de copa,el,un,este,Un refinado sombrero negro de ala redonda. ¡Lucirás formal y elegante!
trainingmanualitem,.lang,items\lang\spanish\trainingmanualitem.lang,Training Manual,Manual de entrenamiento,el,un,este,¡Contiene mucha información útil para aventureros! Usa este manual mientras tu compinche esté contigo para aumentar su experiencia al instante.
treasurechestfurnitureitem,.lang,items\lang\spanish\treasurechestfurnitureitem.lang,Treasure Chest Furniture,Cofre del tesoro,el,un,este,¡El mueble perfecto para guardar tus objetos de valor! Utilízalo para acceder a tu almacenamiento.
treasurehoardbedfurnitureitem,.lang,items\lang\spanish\treasurehoardbedfurnitureitem.lang,Treasure Hoard Bed Furniture,Cama del tesoro acumulado,la,una,esta,Esta cama es un enorme cúmulo de monedas y piedras preciosas. ¡Protege tu riqueza de los ladrones durmiendo encima de ella como un dragón codicioso!
tremortroveitem,.lang,items\lang\spanish\tremortroveitem.lang,Tremortrove,Terremotrón,el,un,este,Una máquina imprevisible capaz de generar terremotos localizados siguiendo un patrón rítmico.
tropicalbutterflyitem,.lang,items\lang\spanish\tropicalbutterflyitem.lang,Tropical Butterfly,Mariposa tropical,la,una,esta,Un insecto ligero de diversos colores.
troutitem,.lang,items\lang\spanish\troutitem.lang,Trout,Trucha,la,una,esta,Un gran pez moteado de agua dulce. ¡La cena está servida!
troutplaquefurnitureitem,.lang,items\lang\spanish\troutplaquefurnitureitem.lang,Trout Plaque Furniture,Placa con trucha,la,una,esta,Presume tu destreza en la pesca con este trofeo en forma de trucha montada en una tabla de madera.
turretitem,.lang,items\lang\spanish\turretitem.lang,Turret,Caracol torrecilla,el,un,este,Una concha larga y puntiaguda que alguna vez albergó un pequeño caracol.
turtleitem,.lang,items\lang\spanish\turtleitem.lang,Turtle,Tortuga,la,una,esta,Una tortuga pintada de caparazón duro.
tussockmothitem,.lang,items\lang\spanish\tussockmothitem.lang,Tussock Moth,Polilla peluda,la,una,esta,Un insecto volador de aspecto sobrio con rayas claras en las alas.
undergroundindustryrecorditem,.lang,items\lang\spanish\undergroundindustryrecorditem.lang,Underground Industry Record,Industria subterránea,la,una,esta,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es la melodía minera favorita de los topos.
unidentifiedcurioitem,.lang,items\lang\spanish\unidentifiedcurioitem.lang,Unidentified Curio,Curiosidad no identificada,la,una,esta,¿Qué podrá ser esta cosa rara? Llévala a la mesa de identificación de curiosidades en el museo para identificarla.
unidentifiedcuriorecipeitem,.lang,items\lang\spanish\unidentifiedcuriorecipeitem.lang,Unidentified Curio Recipe,Receta de curiosidad no identificada,la,una,esta,"Si examinas estos objetos, puede que encuentres entre ellos una curiosidad perdida. Llévala al museo para identificarla."
valerianfairitem,.lang,items\lang\spanish\valerianfairitem.lang,Valerian [Fair],Valeriana,la,una,esta,Un racimo de alegres flores rosas y blancas. Aumenta tu velocidad de movimiento por un corto tiempo.
valeriangooditem,.lang,items\lang\spanish\valeriangooditem.lang,Valerian [Good],Valeriana,la,una,esta,Un racimo de vívidas flores rosas y blancas. Aumenta tu velocidad de movimiento por un corto tiempo.
valerianpooritem,.lang,items\lang\spanish\valerianpooritem.lang,Valerian [Poor],Valeriana,la,una,esta,Un racimo de opacas flores rosas y blancas. Aumenta tu velocidad de movimiento por un corto tiempo.
valerianseedsitem,.lang,items\lang\spanish\valerianseedsitem.lang,Valerian Seeds,Semillas de valeriana,las,unas,estas,"Pequeñas semillas marrones, obtenidas de una planta de valeriana. ¡Siémbralas en el jardín y mira cómo crecen!"
valerianseedsrecipeitem,.lang,items\lang\spanish\valerianseedsrecipeitem.lang,Valerian Seeds Recipe,Receta de semillas de valeriana,la,una,esta,¡Cultiva valeriana en tu jardín con estas semillas! La valeriana puede darte un subidón de energía.
vialofspringshowersitem,.lang,items\lang\spanish\vialofspringshowersitem.lang,Vial of Spring Showers,Vial de lluvias primaverales,el,un,este,Usa este objeto para invocar una ligera lluvia de primavera que durará todo el día. De un solo uso.
voidlingcat,.lang,items\lang\spanish\voidlingcat.lang,VoidlingCat,Sombra felina,la,una,esta,Una sombra poco amigable en forma de gato.
voidmarrowitem,.lang,items\lang\spanish\voidmarrowitem.lang,Voidmarrow,Sombricor,el,un,este,Una masa retorcida de esencia sombría. Produce una sensación de inquietud.
voleitem,.lang,items\lang\spanish\voleitem.lang,Vole,Topillo,el,un,este,No está emparentado con los topos.
wallcrystalsfurnitureitem,.lang,items\lang\spanish\wallcrystalsfurnitureitem.lang,Wall Crystals Furniture,Cristales de pared,los,unos,estos,"Cristales de cuarzo rosa que pueden fijarse en superficies verticales, como las paredes de tu guarida."
weaselitem,.lang,items\lang\spanish\weaselitem.lang,Weasel,Comadreja,la,una,esta,Un animalito alargado con orejas pequeñas y redondas.
whiskersaccessoryitem,.lang,items\lang\spanish\whiskersaccessoryitem.lang,Whiskers Accessory,Bigotes,los,unos,estos,"La mayoría de los gatos tienen bigotes, pero estos son más gruesos y notorios."
whitebuttonitem,.lang,items\lang\spanish\whitebuttonitem.lang,White Button,Champiñón,el,un,este,Un pequeño hongo blanco de sabor terroso.
whitecavecricketitem,.lang,items\lang\spanish\whitecavecricketitem.lang,White Cave Cricket,Grillo de cueva blanco,el,un,este,Un insecto con ojos negros y cuerpo translúcido. Suele encontrarse bajo las rocas.
whitefireflyitem,.lang,items\lang\spanish\whitefireflyitem.lang,White Firefly,Luciérnaga blanca,la,una,esta,Un insecto de verano que emite una luz blanca.
whitefloweraccessoryitem,.lang,items\lang\spanish\whitefloweraccessoryitem.lang,White Flower Accessory,Flor blanca,la,una,esta,Una hermosa flor blanca para adornar tu cabeza.
whitespikecollaraccessoryitem,.lang,items\lang\spanish\whitespikecollaraccessoryitem.lang,White Spike Collar Accessory,Collar de púas blanco,el,un,este,Una banda blanca de cuero con púas negras. ¡Se ven puntiagudas!
whorlitem,.lang,items\lang\spanish\whorlitem.lang,Whorl,Caracol espiral,el,un,este,Esta concha marina tiene una forma en espiral.
wildwoodrecorditem,.lang,items\lang\spanish\wildwoodrecorditem.lang,Wildwood Record,Wildwood,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una melodía aventurera.
winter1recorditem,.lang,items\lang\spanish\winter1recorditem.lang,Winter 1 Record,Invierno 1,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una tranquilizadora melodía invernal.
winter2recorditem,.lang,items\lang\spanish\winter2recorditem.lang,Winter 2 Record,Invierno 2,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una fría melodía invernal.
winter3recorditem,.lang,items\lang\spanish\winter3recorditem.lang,Winter 3 Record,Invierno 3,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una tranquila melodía invernal.
winterfestivalrecorditem,.lang,items\lang\spanish\winterfestivalrecorditem.lang,Winter Festival Record,Festival de Invierno,el,un,este,Un disco de música que puedes reproducir en el tocadiscos de tu guarida. Esta pista es una melodía festiva de invierno.
winterlightsfurnitureitem,.lang,items\lang\spanish\winterlightsfurnitureitem.lang,Winter Lights Furniture,Luces de invierno,las,unas,estas,Luces multicolores unidas por una cuerda festiva.
wirycurioitem,.lang,items\lang\spanish\wirycurioitem.lang,Wiry Curio,Curiosidad fibrosa,la,una,esta,"Un tentador objeto largo, compuesto de varios hilos."
wolfspideritem,.lang,items\lang\spanish\wolfspideritem.lang,Wolf Spider,Araña lobo,la,una,esta,Un arácnido horroroso que puede ralentizar tus movimientos con una toxina especial.
woodencurioitem,.lang,items\lang\spanish\woodencurioitem.lang,Wooden Curio,Curiosidad de madera,la,una,esta,"Un palito plano de madera, ligeramente manchado en un extremo."
woolycurioitem,.lang,items\lang\spanish\woolycurioitem.lang,Wooly Curio,Curiosidad lanuda,la,una,esta,Una bolsa pequeña y muy suave hecha de tela.
wovenrugfurnitureitem,.lang,items\lang\spanish\wovenrugfurnitureitem.lang,Woven Rug Furniture,Alfombra tejida,la,una,esta,Un gato pasó mucho tiempo tejiendo con cuidado las gruesas hebras para crear esta pequeña alfombra.
wrenitem,.lang,items\lang\spanish\wrenitem.lang,Wren,Chochín,el,un,este,Un pajarillo marrón.
wretchedtalismanitem,.lang,items\lang\spanish\wretchedtalismanitem.lang,Wretched Talisman,Talismán Maldito,el,un,este,"Un amuleto perverso que se conecta con el vacío. Úsalo para invocar una horda invasora de sombras felinas. Si las derrotas, obtendrás una recompensa."
wretchedtalismanrecipeitem,.lang,items\lang\spanish\wretchedtalismanrecipeitem.lang,Wretched Talisman Recipe,Receta del Talismán Maldito,la,una,esta,"Un amuleto perverso que se conecta con el vacío. Úsalo para invocar una horda invasora de sombras felinas. Si las derrotas, obtendrás una recompensa."
yellowfireflyitem,.lang,items\lang\spanish\yellowfireflyitem.lang,Yellow Firefly,Luciérnaga amarilla,la,una,esta,Un insecto de verano que despide una luz amarilla.
yellowladybugitem,.lang,items\lang\spanish\yellowladybugitem.lang,Yellow Ladybug,Mariquita amarilla,la,una,esta,Un llamativo bichito con lunares negros.
